1583	0	As Deputy US Fish and Wildlife Special Agents, they may also conduct investigations and cross state lines when violations of federal wildlife laws have been committed.	Wildlife management brings more good than harm
205	1	Adorno concluded that astrology is a large-scale manifestation of systematic irrationalism, where individuals are subtly led-through flattery and vague generalisations-to believe that the author of the column is addressing them directly [REF].	Astrology brings more harm than good
733	0	Defenders of infant baptism have attempted to trace the practice to the New Testament era, but generally acknowledge that no unambiguous evidence exists that the practice existed prior to the 2nd century [REF].	We should abolish infant baptism
152	1	I am of the opinion that the Church of Scientology is a criminal organisation and a cult which is designed by its delusional founder to abuse people.	We should ban the Church of Scientology
1223	0	Sometimes called surrogate partner therapy (SPT) or facilitated sex, sexual surrogacy is a controversial practice[REF] that raises ethical and safety concerns and is illegal in many jurisdictions [REF].	Surrogacy should be banned
557	0	Josef's defence lawyer, Rudolf Mayer, said that although the DNA test proved incest, evidence was still needed for the allegations of rape and enslavement [REF].	We should limit genetic testing
377	0	A Recall referendum took place on 23 May 2004.	Recall elections are beneficial
535	0	However, the water supply is insufficient and health care is inadequate, with few people able to afford drugs.	We should privatize water supply
2419	0	The proposition meets with heated opposition, although the objectors fail to supply any conceivable alternative.	Conscientious objectors are justified
1116	0	Although athletic scholarships were being offered, some of the schools that showed initial interest became wary of his grades and rescinded their offers, such as Duquesne University [REF].	We should end athletic scholarships
841	0	Himl said that, after the Olympic Games ended, various Eastern bloc countries would hold their own sport events in Olympic disciplines [REF].	We should abolish the Olympic Games
198	0	Cooper questioned Rinder on the dismissed lawsuit against Time Warner, and Rinder acknowledged that all of the Church of Scientology's appeals against Time Warner were eventually rejected [REF].	We should ban the Church of Scientology
561	0	Coleman also said that he believed the DNA tests would show that the finding was "in no way anything extraordinary" [REF].	We should limit genetic testing
685	0	A seasonal employee is hired for the limited time because the work is necessary only for a certain part or season of the year.	We should abolish temporary employment
1211	0	However, the surrogate mother has the right to keep the child if she changes her mind before the adoption.	Surrogacy should be banned
590	0	Because genital warts are caused by low-risk HPV types, DNA tests cannot be used for diagnosis of genital warts or other low-risk HPV infections [REF].	We should limit genetic testing
519	0	Civilian authorities began to fear that the water supply would give out.	We should privatize water supply
308	0	L.S. Amery said that to Law, the tariff reform programme was "a question of trade figures and not national and Imperial policy of expansion and consolidation of which trade was merely the economic factor" [REF].	We should fight protectionism
604	1	Bradford argues that nuclear power is not a magic-bullet answer to climate change.	We should further exploit nuclear power
2153	1	According to Joan Durrant, it should therefore not be surprising that corporal punishment "consistently predicts increased levels of antisocial behavior in children, including aggression against siblings, peers, and parents, as well as dating violence" [REF].	We should prohibit corporal punishment
2483	0	He continued: "The fact that NATO and the EU need to be seen together is a point that is well made, especially with regards to enlargement."[REF] .	We should disband NATO
59	1	Copyright issues and technological limitations imposed by digital rights management are the strongest barriers to this transformation [REF].	Digital rights management brings more harm than good
583	0	A 2007 study also suggests that these bacterial DNA samples may not have survived from ancient times, but may instead be the product of long-term, low-level metabolic activity [REF].	We should limit genetic testing
2328	0	However, the ISO standard for modules was never accepted by most Prolog implementors [REF].	ISO brings more harm than good
207	0	Belief that astrology was at least partially scientific was 76%, but belief that horoscopes were at least partially scientific was 43%.	Astrology brings more harm than good
2014	0	Several studies cited in the lower court's records assert that the removal of plastic bags from retail stores and shops actually increase the use of paper bags, which are worse for the environment from a sustainability point of view.	We should tax plastic bags
1455	1	Similarly, it's important to recognize that the implementation of electronic health records carries with it significant legal risks [REF].	EHRs bring more harm than good
785	0	Article 19 of the EU treaty also stipulates that EU members on the Security Council must act in concert and foster the interests of the EU [REF].	We should disband the United Nations Security Council
2141	1	By five to two the Supreme Court held that the affirmative action plan was lawful.	Affirmative action brings more good than harm
2426	0	Technically, persons who advocate refusal of military service in wartime are not legally protected by the First Amendment's freedom of speech clause.	Conscientious objectors are justified
792	0	The importance of the peace plan for Croatia was stressed, declaring that non-compliance with Security Council resolutions would have serious consequences.	We should disband the United Nations Security Council
831	0	In an interview before the Games he said that making the Olympics was the culmination of his athletics career no matter where he finished [REF].	We should abolish the Olympic Games
162	0	Behar maintained that though the Church of Scientology portrays itself as a religion, it was actually a "hugely profitable global racket" which intimidated members and critics in a Mafia-like manner [REF].	We should ban the Church of Scientology
1609	1	For example, insider trading is believed to raise the cost of capital for securities issuers, thus decreasing overall economic growth [REF].	We should legalize insider trading
526	0	If water supply is the responsibility of a department that is integrated in the administration of a city, town or municipality, there is a risk that tariff revenues are diverted for other purposes.	We should privatize water supply
1364	1	Opponents argue that numerous studies show that the death penalty is not an effective means of deterring crime [REF].	Capital punishment brings more harm than good
256	0	The Court concluded that, however, Tiffany failed to prove that eBay was liable for trademark dilution and that even if that eBay could be liable for dilution, eBay's use of the Tiffany marks was a protected, nominative fair use.	eBay brings more good than harm
506	0	Emoto claimed that different water sources would produce different crystalline structures when frozen.	We should privatize water supply
1954	1	Others feel that abortion should be legal under additional circumstances, such as in cases of rape and incest.	We should ban abortions
2119	1	Some opponents[REF] further claim that affirmative action has undesirable side-effects and that it fails to achieve its goals.	Affirmative action brings more good than harm
2227	0	Verified status does not imply that Twitter continuously checks whether such accounts have been hacked.	Twitter brings more harm than good
2163	0	Augustine believed that a physical Hell exists, but that physical punishment is secondary to the punishment of being separated from God.	We should prohibit corporal punishment
857	0	The principal difference is that wind power is a non-dispatchable resource, not that it is "unreliable".	We should further exploit wind power
1673	0	His conception of term limits had evolved: in 2011 he stated that they were a flawed concept unless they were applied across the board [REF].	We should abolish term limits
20	0	The American Bar Association unanimously rated him "well qualified" for the position.	The American Bar Association brings more harm than good
1506	1	Others have argued that the benefits of moderate alcohol consumption may be outweighed by other increased risks, including those of injuries, violence, fetal damage, liver disease, and certain forms of cancer [REF].	We should ban alcoholic beverages
439	0	A study claims that while social media can be good, some affects that may come from it include the individual feeling alone and making friends is an illusion [REF].	Social media does more harm than good
1085	1	Opponents question the belief that private schools are more efficient.	Private education brings more good than harm
381	0	In some U.S. states, a recall election fills a similar role of removing an unpopular executive officer, but in contrast to a motion of no confidence, a recall vote is a no-confidence election by the public and is normally only allowed against elected executive offices, rather than legislative seats.	Recall elections are beneficial
2202	0	Blogger Scott Beale said that Twitter was "absolutely ruling" SXSWi.	Twitter brings more harm than good
1259	1	Advisors recommend that a student should choose which extracurricular activities they genuinely care about, pursue them with "gusto" and "joyful commitment" that demonstrates integrity and commitment.	Extra-curricular activity is beneficial
538	0	Rowntree was a keen proponent of that school of thought, saying in 1962 that "the solution of water supply problems .. will require the construction and operation of large works and highly-developed technical control" [REF].	We should privatize water supply
1605	0	A clear case of insider trading was avoided due to the prompt action of SLIC Directors [REF].	We should legalize insider trading
2132	1	Westmoreland-Traoré said that the purpose of employment equity was to remove cultural biases that prevent certain segments of society from getting good jobs.	Affirmative action brings more good than harm
83	0	In this step, the read-only structures of digital rights management systems force some limitations on content management, as they do not allow authors to change protected content in their life cycle.	Digital rights management brings more harm than good
889	1	Both wind power and solar power are variable renewable energy, meaning that all available output must be taken when it is available, and either stored for when it can be used later, or transported over transmission lines to where it can be used now.	We should further exploit wind power
1914	1	It explicitly says that anyone bullying or acting against a whistleblower could be potentially liable to disciplinary action [REF].	We should protect whistleblowers
1307	1	CBO also reported that less progressive tax and transfer policies have contributed to greater after-tax income inequality: "As a result of the diminishing effect of transfers and federal taxes, the Gini index for income after transfers and federal taxes grew by more than the index for market income.	Progressive tax is beneficial
1845	1	Lastly, because 40% of the plants found in the Karoo are unique to the regions, there are concerns that fracking could threaten the biodiversity of the region [REF].	We should prohibit hydraulic fracturing
1468	0	Especially significant for implementing Electronic Health Record systems is the ability to communicate and interoperate.	EHRs bring more harm than good
1877	0	For example,[REF] whether gambling is done on a computer or face-to-face does not affect whether or not it is pathological; a person with poor impulse control can lose sleep over a suspenseful novel or favorite television show or a computer game or the temptation to click on another web link.	We should ban gambling
270	0	More to the point, the court did make a finding that "eBay appears to concede that it knew as a general matter that counterfeit Tiffany products were listed and sold through its website," but this general knowledge was not sufficient to trigger liability.	eBay brings more good than harm
1106	0	Only some athletic scholarships are "full rides", and many student-athletes are not able to afford dining, entertainment, and even some educational expenses [REF].	We should end athletic scholarships
1943	0	But whistleblowers can then be targeted for retaliation, "smeared as traitors, turncoats and liars by their superiors and suffer harassment, punishment or firing" [REF].	We should protect whistleblowers
2059	1	The late monsoon also meant that hydropower plants were generating less than their usual production [REF].	We should further exploit hydroelectric dams
2262	1	However, some therapists are concerned that assigning homework makes therapy too formal and reduces the impact of the individual sessions [REF].	Homework does more harm than good
2369	1	It is understood why monarchy was such a large concern considering the freedoms gained from being set apart from it.	We should abolish the monarchy
888	0	The challenges to face when wind generation is injected in a power system depend on the share of that renewable energy.	We should further exploit wind power
1027	0	If the governing or majority party had not yet elected a new leader, that appointment would be on an interim basis.	We should abolish the two-party system
429	0	The authors suggest that social media companies could design algorithms to automatically detect and remove the content.	Social media does more harm than good
2360	1	Former Governor General Vincent Massey articulated that the monarchy "is part of ourselves.	We should abolish the monarchy
2192	1	They assert that corporal punishment often promotes further undesirable behaviors such as defiance and attachment to "delinquent" peer groups, and encourages an acceptance of aggression and violence as acceptable responses to conflicts and problems [REF].	We should prohibit corporal punishment
2203	0	The premise was that social media content created continually and exposed through services like Twitter could be used to detect expertise that would otherwise be unavailable.	Twitter brings more harm than good
458	0	Sahoo et al. (2006) and Sengupata et al. (2006) suggest that Indian caste populations have not been subject to any recent admixtures [REF].	We should abolish the caste system in India
78	0	Other legal and technical aspects, such as software patents and digital rights management may restrict users in exercising their rights, and thus prevent software from being free [REF].	Digital rights management brings more harm than good
1210	0	If the surrogate receives money for the surrogacy the arrangement is considered commercial surrogacy, if she receives no compensation beyond reimbursement of medical and other reasonable expenses it is referred to as altruistic [REF].	Surrogacy should be banned
32	0	The American Bar Association passed a resolution supporting the new bill [REF].	The American Bar Association brings more harm than good
1090	0	This article is concerned with students in public institutions, although those in private schools can claim rights under the common law and provincial education Acts." .	Private education brings more good than harm
2393	0	Throughout the 1870s, the issue of whether a monarchy should replace the republic dominated public debate.	We should abolish the monarchy
2242	0	Monroe hopes the case will set a precedent that saying untruths on Twitter has consequences and will improve Twitter [REF].	Twitter brings more harm than good
380	0	Recall elections can be used to revoke the office of an elected official.	Recall elections are beneficial
226	0	In 2004 the Supreme Court dismissed a further petition, concluding that the teaching of astrology did not qualify as the promotion of religion [REF].	Astrology brings more harm than good
2365	1	He stated he was so adamant that the monarchical system was the best that he proposed all Australian-born children should also swear allegiance to the crown and be deported if they refused [REF].	We should abolish the monarchy
1190	1	On December 31, 2012, a NASA-supported study reported that manned spaceflight may harm the brain of astronauts and accelerate the onset of Alzheimer's disease [REF].	Manned spaceflights bring more good than harm
715	1	As also that the Baptism of Infants is warentable.	We should abolish infant baptism
1767	0	After a year-long investigation into the British Gas, Ofgem found it had breached regulations on how energy companies should handle disputes.	The energy industry should be nationalized
686	0	A temp agency employee is the exclusive employee of the agency, not of the company in which they are placed (although subject to legal dispute).	We should abolish temporary employment
2130	0	Concluding that the program did not meet the standard, and must be struck down, Powell's memorandum stated that affirmative action was permissible under some circumstances, and eventually formed much of his released opinion [REF].	Affirmative action brings more good than harm
1513	1	Another study has shown that alcohol use is a significant predisposing factor towards antisocial behavior in children [REF].	We should ban alcoholic beverages
305	0	He argued that a failure to offer the entire tariff reform package would split the Conservative Party down the middle, offending the tariff reform faction, and that if such a split took place "I could not possibly continue as leader" [REF].	We should fight protectionism
209	0	Their criticisms argued that the methods of astrologers were conjectural rather than empirical, and conflicted with orthodox religious views of Islamic scholars through the suggestion that the Will of God can be precisely known and predicted in advance [REF].	Astrology brings more harm than good
2152	1	It was argued in the alternative that, if corporal punishment at the appellant's schools did not violate the Bill of Rights, its prohibition by the Act was reasonable and justifiable in an open and democratic society.	We should prohibit corporal punishment
1826	1	Groat led a study at the University of Texas Energy Institute, presented at a February 2012 meeting of the American Association for the Advancement of Science, that "found no evidence that hydraulic fracturing.. had contaminated shallow groundwater."[REF][REF]	We should prohibit hydraulic fracturing
2476	0	He did so because he believed that NATO aircraft would soon be launching widespread air strikes against the advancing Serbs.	We should disband NATO
1697	0	Rotation in office or term limits would, by contrast, be more revolutionary, in altering basic political connections between incumbents and constituents [REF].	We should abolish term limits
1932	0	The alleged whistleblower was subsequently fired and faced criminal investigations under Swiss banking secrecy laws.	We should protect whistleblowers
1135	0	In most of the world outside North America, sports scholarships and college sports on the North American model do not exist so the distinction between college and intramural sports has no relevance and is not made.	We should end athletic scholarships
1251	1	In a majority opinion delivered by Justice Clarence Thomas, the Court held that students in extracurricular activities had a diminished expectation of privacy, and that the policy furthered an important interest of the school in preventing drug use among students.	Extra-curricular activity is beneficial
931	0	However, when embryonic stem cells were injected, the immune response was much lower.	Embryonic stem cell research brings more good than harm
191	0	Operation Clambake maintains the position that posting these internal Church of Scientology documents is permitted under "fair use" allowance of internationally recognized copyright law [REF].	We should ban the Church of Scientology
2031	0	But the plastic bag carrying the fish leaks, and when the water fountain proves to be not working, Bean desperately puts the fish and the remaining water in his mouth to keep it alive.	We should tax plastic bags
1073	0	Before enrolling the children, however, Mr. Brar ensured that the total cost of private school tuition would not exceed $10,000.	Private education brings more good than harm
2455	0	Yeltsin argued that enlarging NATO would reawaken old Russian concerns about encirclement and possibly weaken the cause of democratic reform.	We should disband NATO
483	0	Studies by Watkins et al. (2005) and Kivisild et al. (2003) based on autosomal markers conclude that Indian caste and tribal populations have a common ancestry [REF].	We should abolish the caste system in India
2382	1	By the 12th century, most European political thinkers agreed that monarchy was the ideal form of governance.	We should abolish the monarchy
1564	0	With the fall of Geer, the last precedential impediment to the federal government's wildlife management authority was removed.	Wildlife management brings more good than harm
277	0	LVMH alleged eBay had not done enough to stop the sale of counterfeit goods, but eBay lost the lawsuit [REF].	eBay brings more good than harm
2140	1	In his ruling, he noted that while it was "regrettable that affirmative action programs are still needed in our society", they were still "a necessity" until society could overcome its legacy of institutional racism.	Affirmative action brings more good than harm
221	0	He is quoted as saying "Astrology wants to be religion and science at the same time; that marks its essence",[REF] and "Mankind measures time using the stars.	Astrology brings more harm than good
2496	0	However, he also stated NATO membership should not be a goal in itself [REF].	We should disband NATO
571	1	Marinello argued that the DNA testing was unreliable,[REF] and that the testing process performed on the blood samples might be in question.	We should limit genetic testing
411	1	Carolyn Gregoire argued that "Social media has created an aggressive culture of public shaming in which individuals take it upon themselves to inflict psychological damage" and that more often than not, "the punishment goes beyond the scope of the crime."[REF]	Social media does more harm than good
1311	0	The opposite of a progressive tax is a regressive tax, where the relative tax rate or burden decreases as an individual's ability to pay increases [REF].	Progressive tax is beneficial
937	0	In addition, evidence indicated that embryonic stem cells are part of the fluid, although in very small quantities [REF].	Embryonic stem cell research brings more good than harm
932	1	The online edition of Nature Medicine published a study on January 24, 2005, which stated that the human embryonic stem cells available for federally funded research are contaminated with non-human molecules from the culture medium used to grow the cells [REF].	Embryonic stem cell research brings more good than harm
585	0	She noted that the DNA sample is akin to a finger print and will only be used for identification purposes.	We should limit genetic testing
1204	0	What, if any, difference does it make whether the surrogacy is traditional or gestational?	Surrogacy should be banned
1800	0	Skavdahl entertained arguments that the regulative authority for hydraulic fracturing should rest with the EPA instead of the Bureau of Land Management [REF].	We should prohibit hydraulic fracturing
2492	0	In France, he drew a rebuke from the U.S. after stating that NATO had "lost the battle for hearts and minds" in the Afghan war [REF].	We should disband NATO
1561	0	In the United States, wildlife management practices are often implemented by a governmental agency to uphold a law, such as the Endangered Species Act.	Wildlife management brings more good than harm
674	0	Demand in temporary employment can be primarily attributed to demand by employers and not employees [REF][REF] A large driver of demand was in European labor market.	We should abolish temporary employment
1175	0	October 2011: Resolved: Private sector investment in human space exploration is preferable to public sector investment.	Manned spaceflights bring more good than harm
855	1	Despite these complexities, most of the data indicate that wind energy is one of the most cost efficient sources of renewable energy but approximately two times the cost of coal generated power in 2006 [REF].	We should further exploit wind power
447	0	In English: "The US State Department recognizes the historic role that social media is playing in the Arab world and we want to be part of your conversations #Jan25 #Egypt" .	Social media does more harm than good
961	1	Victorian morality held that prostitution was a terrible evil, for the young women, for the men and for all of society.	We should legalize prostitution
988	1	By 1958 women parliamentarians were stating that prostitution was the most important social problem of all time,[REF] demanding a further commission (1958-1962).	We should legalize prostitution
222	0	The case was dismissed for lack of evidence, but it led to Leo's belief that astrology needed to be revised to be legitimised [REF].	Astrology brings more harm than good
2371	0	Some more conservative members believed that the removal of the monarchy was enough by itself, but the Socialists and leftist Republicans demanded much wider reforms [REF].	We should abolish the monarchy
2224	0	Chávez said Twitter was "another mechanism for contact with the public, to evaluate many things and to help many people",[REF] and that he saw Twitter as "a weapon that also needs to be used by the revolution" [REF].	Twitter brings more harm than good
1626	0	Liability for inside trading violations generally cannot be avoided by passing on the information in an "I scratch your back; you scratch mine" or quid pro quo arrangement if the person receiving the information knew or should have known that the information was material non-public information.	We should legalize insider trading
1971	1	Clinton is pro-choice, stating that abortion should be safe and legal [REF].	We should ban abortions
1064	0	Typically, anyone teaching in a private school will identify themselves publicly as "Professeur" regardless of their internal rank.	Private education brings more good than harm
45	0	The American Bar Association first developed standards on pretrial release as part of their Criminal Justice Standards in 1964 [REF].	The American Bar Association brings more harm than good
2188	0	However, corporal punishment was not entirely removed.	We should prohibit corporal punishment
1463	0	With the newly enacted Directive 2011/24/EU on patients' rights in cross-border healthcare due for implementation by 2013, it is inevitable that a centralised European health record system will become a reality even before 2020.	EHRs bring more harm than good
294	0	However, eBay has been criticized for not doing enough to combat the problem [REF].	eBay brings more good than harm
1427	1	Critics claim that the animals in zoos are under physical and mental stress [REF].	Zoos bring more harm than good
588	1	But note that DNA tests are equally important for the two sexes (see genealogical DNA test).	We should limit genetic testing
2052	0	The rapporteur noted that the hydroelectric project should conform to the park's requirements rather than the reverse.	We should further exploit hydroelectric dams
257	0	On July 14, 2008, a Federal District Court judge ruled that eBay does not have a legal responsibility to monitor users selling counterfeit items [REF].	eBay brings more good than harm
965	1	The law's rationale stated that prostitution should not be considered as immoral anymore.	We should legalize prostitution
1858	0	The probability that the gambler will lose all n bets is qn.	We should ban gambling
926	1	In spite of their great medical potential, however, human embryonic stem cells generated enormous controversy because their derivation involved the destruction of a human embryo.	Embryonic stem cell research brings more good than harm
2117	1	Their opponents believed that affirmative action helped increase equality in a system developed by white men [REF].	Affirmative action brings more good than harm
1330	0	A progressive tax is a tax in which the tax rate increases as the taxable amount increases [REF].	Progressive tax is beneficial
436	0	5.) 41% of people said social media would affect their choice of a specific doctor, hospital, or medical facility.	Social media does more harm than good
1908	1	Issa argued that "whistleblowers are a critical asset for congressional oversight" and that extending the pilot program would give Congress "more time to gauge the impact of an 'all circuit' review."[REF] .	We should protect whistleblowers
1714	1	Several politicians stated that polygamy was a cause of the 2005 French riots [REF].	We should legalize polygamy
393	0	However, just two days later and only hours before the deadline to file, he announced "I will not engage in this election as a candidate", adding, "this recall election has become a circus."	Recall elections are beneficial
425	1	The topic in the regional finals was "This house believes that social media should be censored."[REF] .	Social media does more harm than good
534	0	Actually, water supplies already have natural occurring fluoride, but many communities chose to add more fluoride to the point that it can reduce tooth decay [REF].	We should privatize water supply
30	0	On August 15, 2011 the American Bar Association passed a resolution recommending that law schools require supporting information such as evidence of tribal enrollment or connection with Native American culture [REF].	The American Bar Association brings more harm than good
2497	0	On 9 December, Major General Ashfaq claimed that NATO had been monitoring radio transmissions that night and knew they had hit Volcano post [REF].	We should disband NATO
2080	1	For example, hydroelectricity is made available for refrigeration, so that surplus fresh food can be stored, improving nutrition and protecting against food shortages.	We should further exploit hydroelectric dams
969	1	Those who support prohibition or abolition of prostitution[REF] argue that keeping prostitution illegal is the best way to prevent abusive and dangerous activities (child prostitution, human trafficking etc.).	We should legalize prostitution
746	0	has related that statistics based on membership totals reported by various denominations state that churches that practice infant baptism represent about 80% of Christians [REF].	We should abolish infant baptism
1748	1	The Roman Catholic Church teaches in its Catechism that "polygamy is not in accord with the moral law.	We should legalize polygamy
1273	0	In addition to academics, certain aspects of the school's extracurricular traditions were gradually being phased out.	Extra-curricular activity is beneficial
1266	0	The consequence of these various extracurricular involvements was neglect of his academic work; failure in his final examinations was inevitable, and in the summer of 1927 he left Oxford without a degree [REF].	Extra-curricular activity is beneficial
1620	0	Judge Karthigesu also accepted the submission that this case was "very unlike the more usual case of insider dealing where dishonest financial plunder was the object".	We should legalize insider trading
2033	0	In March 2008 Rann announced that non-reusable plastic bags used in supermarkets would be banned in 2009, preventing 400 million bags each year from entering waste and litter streams each year.	We should tax plastic bags
2211	0	This is why Twitter could legally decline to provide an enhanced mechanism for data transmission [REF].	Twitter brings more harm than good
1410	0	Baker added that the zoo workers had no skills or knowledge when it came to providing proper treatment to injured and sick animals.	Zoos bring more harm than good
1656	0	He said the state's term limits law had created a group of lawmakers who are well-intentioned but lack the institutional knowledge to deal with the state's overwhelming problems effectively.	We should abolish term limits
1195	0	Learns upon taking office that NASA discovered alien artifact in asteroid belt seven years earlier, and that a secret manned mission has been sent out to investigate it.	Manned spaceflights bring more good than harm
344	0	If import restrictions were made, the consumers in the imposing country would have fewer choices of goods.	We should fight protectionism
556	0	Many researchers have published articles that caution that genetic ancestry DNA testing has limitations and should not be depended on by individuals to answer all their questions about heritage [REF].	We should limit genetic testing
1421	1	His boss, Willa Ambrose, tells the agents that the zoo is in danger of closing due to other animal disappearances.	Zoos bring more harm than good
1907	0	The government also argued that any discussion at trial of the legal concept of whistle-blowing would likewise be irrelevant to the charges.	We should protect whistleblowers
680	0	Not all temporary employees find jobs through a temporary employment agency.	We should abolish temporary employment
